Column,Date,User,Tweet,Tweet Bersih,Sentiment
25,2022-08-29 02:10:20+00:00,PemkotSemarang,"Update kasus Covid-19 dan capaian vaksinasi Kota Semarang data cut off Minggu, 29 Agustus 2022 pukul 16.00 WIB

@dkksemarang https://t.co/baOzfwekbS",update covid capai vaksinasi kota semarang data cut off minggu agustus wib,1
26,2022-08-04 00:27:33+00:00,PemdaKotaCrb,"Update pencapaian vaksinasi Covid-19 di Kota Cirebon       
Selasa, 2 Agustus 2022 
 
Sumber: Dinkes Kota Cirebon 
Klik untuk info situasi Covid-19 terkini di Kota Cirebon: https://t.co/Ncyut0C4Gu  
     
#wongcerbonlawancovid19 #vaksinkotacirebon https://t.co/iEAq9pURIk",update capai vaksinasi covid kota cirebon selasa agustus sumber dinkes kota cirebon klik info situasi covid kini kota cirebon wongcerbonlawancovid vaksinkotacirebon,1
27,2022-08-02 11:03:30+00:00,FarahNathan24,"RT @chinta_chintata: Juru Bicara Pemerintah untuk Covid-19, Reisa Broto Asmoro meminta masyarakat yang sudah melaksanakan vaksinasi dosis l…",juru bicara perintah covid reisa broto asmoro masyarakat laksana vaksinasi dosis l,1
28,2022-08-02 11:26:12+00:00,Kodim_0503JB,"Koramil 06/KD Kodim 0503/JB Bersama Tiga Pilar Gelar Apel Operasi Cipkon Dan PPKM Malam hari di  wilayah Koramil 06/KD Kec Kalideres Jakarta Barat. Selasa (02/08/2022) 
@KodamJayakarta  @penrem052 https://t.co/ZfCBo2MCtq",koramil kd kodim jb pilar gelar apel operasi cipkon ppkm malam wilayah koramil kd kec kalideres jakarta barat selasa,1
29,2022-08-27 11:27:42+00:00,HumasPolresHST9,"Anggota Polsek Pandawan melaksanakan pengamanan Vaksinasi Covid 19 di PKM Kambat Utara Kec. Pandawan Kab. HST

Sabtu 27/8/2022 https://t.co/NY7eC5pjXs",anggota polsek pandawan laksana aman vaksinasi covid pkm kambat utara kec pandawan kab hst sabtu,1
30,2022-08-12 03:17:37+00:00,JanjiDjoni,"@virusketik Tuhan pulikan Negeri kami Indonesia 🇮🇩 🙏🙏🙏❤️❤️❤️

#EndemiCovid
#IndonesiaSehatIndonesiaHebat
#BeritaCovid
#PPKM",tuhan pulik negeri indonesia   endemicovid indonesiasehatindonesiahebat beritacovid ppkm,1
31,2022-08-30 01:00:01+00:00,Becccee,"Vaksinasi adalah kunci utama untuk melindungi diri sendiri dan orang-orang terdekat dari bahaya Covid-19 varian Omicron BA.4 dan BA.5. Jadi,  demi kebaikan bersama mari kita vaksin!!! 

#KKBMelanggarHAM #TolakReferendum https://t.co/wFjtnyche4",vaksinasi kunci utama lindung orang orang dekat bahaya covid varian omicron ba ba baik mari vaksin kkbmelanggarham tolakreferendum,2
32,2022-08-16 04:05:08+00:00,sibuks441,"@KompasBola Kasus Covid-19 Meningkat, Vaksinasi Booster Jadi 'Jalan' Cegah Penularan
Bangkit Tumbuh Negriku https://t.co/3mxCoX276t",covid tingkat vaksinasi booster jalan cegah tular bangkit tumbuh negriku,2
33,2022-08-29 03:20:03+00:00,jpnncom,Dinas Kesehatan Kota Kendari Provinsi Sulawesi Tenggara melaporkan pelaksanaan vaksinasi COVID-19.  #Covid-19 https://t.co/CvcHZ9heBo,dinas sehat kota kendari provinsi sulawesi tenggara lapor laksana vaksinasi covid covid,1
34,2022-08-15 12:44:35+00:00,Kodim_0503JB,"Bersama Kesdam Jaya, Koramil 05/KJ Kodim 0503/JB Gelar Serbuan Vaksinasi TNI AD Covid-19 di Makoramil 05/KJ Jln Kebon Jeruk Raya Kel Kebon Jeruk Kec Kebon Jeruk Jakarta Barat. Senin (15/08/2022) 
@KodamJayakarta  @penrem052 https://t.co/OxlhC6DEdE",kesdam jaya koramil kj kodim jb gelar serbu vaksinasi tni ad covid makoramil kj jln kebon jeruk raya kel kebon jeruk kec kebon jeruk jakarta barat senin,1
35,2022-08-20 05:51:58+00:00,KambuayaDaniel,"Tingkatkan Herd Immunity, BIN Gencarkan Vaksinasi COVID 19
https://t.co/z1UnCzcDce
Ekonomi NKRI Bertumbuh",tingkat herd immunity bin gencar vaksinasi covid ekonomi nkri tumbuh,1
36,2022-08-23 07:36:32+00:00,InforiauCo,#BeritaTerkini Capaian Vaksinasi Covid-19 Pekanbaru Tertinggi di Riau https://t.co/H5mdWY8X8U #news #inforiau #infoterkini #riauinfo,beritaterkini capai vaksinasi covid pekanbaru tinggi riau news inforiau infoterkini riauinfo,1
37,2022-08-13 07:47:34+00:00,koramil15jty2,"Koramil 15 Jatiyoso, pada hari Sabtu 13 Agustus 2022 Serka Tarto anggota Koramil 15/Jty melaks patroli PPKM bertempat di Minimarket Desa Jatiyoso, Kec Jatiyoso, menghimbau warga agar selalu mematuhi Prokes untuk mencegah penyebaran Covid-19 dengan 5m. https://t.co/eTI91e6EMq",koramil jatiyoso sabtu agustus serka tarto anggota koramil jty melaks patroli ppkm tempat minimarket desa jatiyoso kec jatiyoso menghimbau warga patuh prokes cegah sebar covid m,1
38,2022-08-01 04:24:45+00:00,PolsekCangkuang,"RT @PolsekCangkuang: Sobat Polri, banyak beredar tentang vaksin yang tidak benar tersebar di media sosial, sehingga menyebabkan rendahnya m…",sobat polri edar vaksin sebar media sosial sebab rendah m,1
39,2022-08-03 23:39:53+00:00,BumnFakfakHebat,"Sobat BUMN, 
Pemerintah Indonesia telah mengizinkan Vaksinasi Covid-19 booster kedua per tanggal 29 Juli 2022, yang diberikan untuk tenaga kesehatan di gelombang pertama. Keputusan ini diambil di tengah lonjakan kasus infeksi Covid-19 di Indonesia yang kembali 

#VaksinIndonesia https://t.co/KaI7bS3w0u",sobat bumn perintah indonesia izin vaksinasi covid booster tanggal juli tenaga sehat gelombang putus ambil lonjak infeksi covid indonesia vaksinindonesia,1
40,2022-08-18 03:58:09+00:00,Jaya1778Maju,"Indonesia Bangkit Bertumbuh
Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Dan Disiplin Mematuhi Prokes https://t.co/mS4WJ8wvWm",indonesia bangkit tumbuh cegah tular varian covid vaksinasi disiplin patuh prokes,2
41,2022-08-25 02:03:15+00:00,IKNRI_nusantara,"Apkam di Daerah Terus Bekerjasama Dengan Dinkes Melakukan Vaksinasi Covid 19

Jokowi Tokoh Pembangunan https://t.co/kBzV4vIPqX",apkam daerah bekerjasama dinkes vaksinasi covid jokowi tokoh bangun,1
42,2022-08-19 09:35:37+00:00,PolsekMengwi57,"Bhabinkamtibmas Desa Mengwi Aiptu Ida Bagus Oka Darma Putra memberikan edukasi protokol kesehatan kepada siswa dan orangtua yang mengantar, saat mengikuti vaksinasi covid-19 di SDN 4 Mengwi. Banjar Lebah Pangkung, Desa Mengwi, Kecamatan Mengwi, Kabupaten Badung. Jumat (19/8) pagi https://t.co/MsnzxzWFHb",bhabinkamtibmas desa mengwi aiptu ida bagus oka darma putra edukasi protokol sehat siswa orangtua antar ikut vaksinasi covid sdn mengwi banjar lebah pangkung desa mengwi camat mengwi kabupaten badung jumat pagi,1
43,2022-08-08 13:19:50+00:00,BI_asa_aja,"pernah kepikiran ga sih kalian para #BLINKS, kan #BLACKPINK bakalan ngadain world tour #BORNPINK di bulan okt, eh taunya #cacar_monyet jadi #pandemic di bulan sept akhir, terus kek jadi wfh dimana2, skolah ditutup, PPKM level paling pedes di setiap daerah dll. nangis darah ga lo? https://t.co/tbPn8P7GXS",pikir blinks blackpink ngadain world tour bornpink okt eh tau cacar monyet pandemic sept kek wfh mana skolah tutup ppkm level pedes daerah dll nang darah lo,1
44,2022-08-06 00:00:00+00:00,Andien808,"Selalu ingat yaa Jangan lupa untuk tetap menerapkan protokol kesehatan demi memutuskan penyebaran Covid-19 varian Omicron BA.4 dan BA.5, meskipun sudah mendapatkan vaksinasi dosis ketiga. #DOBMomentumPenting #PapuaIndonesia #kshd5hsjs5 https://t.co/TZXXsiDxuq",yaa lupa terap protokol sehat putus sebar covid varian omicron ba ba vaksinasi dosis tiga dobmomentumpenting papuaindonesia kshdhsjs,2
45,2022-08-17 04:30:00+00:00,curhatanpublik,"Dengan adanya capaian vaksinasi Indonesia masuk lima besar, artinya negara kita berhasil mengendalikan Covid-19.
#PromoPuncak17Ags Istana
#HUT77RI
Dirgahayu Republik Indonesia
#PKKMBUNNES2022 https://t.co/2RyvJP4L4f",capai vaksinasi indonesia masuk negara hasil kendali covid promopuncakags istana hutri dirgahayu republik indonesia pkkmbunnes,1
46,2022-08-05 03:48:39+00:00,titiktitikblank,RT @hariankompas: Percepatan cakupan vaksinasi Covid-19 harus segera dilakukan. Vaksinasi terbukti dapat menurunkan risiko kematian akibat…,cepat cakup vaksinasi covid vaksinasi bukti turun risiko mati akibat,2
47,2022-08-12 18:30:04+00:00,heragoddeess,Bener2 definisi ppkm alias plonga plongo kayak monyet. Kalo ga ngewibu ya ngebokep,benar definisi ppkm alias plonga plongo kayak monyet ngewibu ngebokep,0
48,2022-08-20 02:53:47+00:00,buiIdbiu,@youokarina itu daerah phuket. kamu kesana aja. boleh nanti aku ajak jalan jalan kalau aku ppkm 🤔🤔,daerah phuket kesana ajak jalan jalan ppkm ,1
49,2022-08-26 03:05:04+00:00,BandaraIgn,"Rangkaian HUT Polwan Potret personel Polwan RI saat memberikan vaksinasi Covid-19 kepada masyarakat di wilayah Kabupaten Bangli, Provinsi Bali https://t.co/IbQ0IOuwyf",rangkai hut polwan potret personel polwan ri vaksinasi covid masyarakat wilayah kabupaten bangli provinsi bal,1
50,2022-08-23 03:26:49+00:00,wisanggeni_11,"Utk memberi contoh bagaimana kebebasan berbicara dan berkumpul era orba bagi generasi yg tidak merasakan, ya kurang lebih seperti ppkm level 4 kemarin. Ada anak muda/mahasiswa kumpul2 lebih dari 4 org akan dibubarkan 😁 https://t.co/4dCkpHOl4l",contoh bebas bicara kumpul era orba generasi rasa ppkm level kemarin anak muda mahasiswa kumpul org bubar ,1
51,2022-08-07 06:12:40+00:00,americatte,@adbitori @dearesputnik Gue bagian ppkm,saya ppkm,1
52,2022-08-08 02:30:00+00:00,AnggunP51328472,"Pentingnya vaksinasi bagi kekebalan tubuh untuk mencegah penyebaran virus covid-19 
#ProkesMelindungi
Cegah Covid19 https://t.co/MSXIeZcKKQ",vaksinasi kebal tubuh cegah sebar virus covid prokesmelindungi cegah covid,2
53,2022-08-15 23:34:25+00:00,junvdahyun,"@jungewoen @hello ppkm apa nih kepanjangannya? duh nanti ya aku mampi ke dm oppa kalo aku lagi free, tapi jangan di tungguin aku gak mau kakak kecewa",ppkm panjang duh mampi dm oppa free tungguin kakak kecewa,1
54,2022-08-01 06:19:30+00:00,POLSEK_JOHAR,"Humas Polsek Johar Baru
Polres Metro Jakarta Pusat

Sobat Polri, banyak beredar tentang vaksin yang tidak benar tersebar di media sosial, sehingga menyebabkan rendahnya minat masyarakat untuk mengikuti program vaksinasi. Vaksin Covid-19 telah diuji dalam uji coba terkontrol acak https://t.co/PjIG09C5eg",humas polsek johar polres metro jakarta pusat sobat polri edar vaksin sebar media sosial sebab rendah minat masyarakat ikut program vaksinasi vaksin covid uji uji coba kontrol acak,1
55,2022-08-06 09:44:55+00:00,beritacovid,#Apel Siap Siaga Kompi I Polres Inhu dan Vaksinasi Covid-19 Sukses - halloriau #Covid #Covid19 https://t.co/VdJk0wBufk,apel siaga kompi i polres inhu vaksinasi covid sukses halloriau covid covid,2
56,2022-08-04 18:29:25+00:00,RatnaJu11372783,"Sekarang main game sepuasnya udah gak khawatir lagi, main game pake IndiHome tu udah perfect banget perpaduanya, makin betah dirumah deh, pas banget ppkm diperpanjang ya khan 😁
#jumatberkah 
#AktivitasTanpaBatas https://t.co/FluTL2uPht",main game puas udah khawatir main game pakai indihome tu udah perfect banget perpaduanya betah rumah deh pas banget ppkm panjang khan  jumatberkah aktivitastanpabatas,1
57,2022-08-20 05:57:26+00:00,GerBangNKRI,"Indonesia 5 besar vaksinasi Covid 19 terbanyak di dunia
@jokowi https://t.co/Q8tWl20IGH",indonesia vaksinasi covid dunia,1
58,2022-08-16 13:52:23+00:00,clingybanget,AKSKSKSK TEMEN TEMEN SEPRODI AING PADA BISA NGODING SEMUA😫😫 CUY AING YG BLM BISA APA APAAN MASA PPKM (PLANGA PLONGO KEK MONYET),aksksksk temen temen seprodi aing ngoding semua cuy aing belum ppkm planga plongo kek monyet,1
59,2022-08-20 00:00:00+00:00,floraaa_00,"Ayo jangan lupa untuk tetap menerapkan protokol kesehatan demi memutuskan penyebaran Covid-19, meskipun sudah mendapatkan vaksinasi dosis ketiga karena varian baru Omicron BA.4 dan BA.5 masih mengintai. Prokes jangan kendor ges👍 #ManfaatOtsusTakTerhingga https://t.co/8tIZkFusjm",ayo lupa terap protokol sehat putus sebar covid vaksinasi dosis tiga varian omicron ba ba intai prokes kendor ges manfaatotsustakterhingga,2
60,2022-08-30 03:31:54+00:00,dinda_fenti,"Vaksinasi BIN di Depok, Praktisi Kesehatan : Menuju Bebas Covid-19 | IKN Pasti Mantap #RiauDamai https://t.co/ImVaddueBf",vaksinasi bin depok praktisi sehat bebas covid ikn mantap riaudamai,1
61,2022-08-17 12:11:03+00:00,Antara_Jabar,"Ridwan Kamil: Inovasi dan kolaborasi kunci pencapaian target vaksinasi COVID-19

https://t.co/BPFRRyMAMX",ridwan kamil inovasi kolaborasi kunci capai target vaksinasi covid,1
62,2022-08-30 02:55:52+00:00,FirmanRiza6,"Dengan meningkatkan ketahanan tubuh dengan Vaksinasi, kita semua akan terhindar dari penyebaran Covid-19 

#percepatanpenanganancovid19 
#lawancovid19 
#vaksìncovid19 
#percepatanpenanganancovid19
@kapoldametrojaya 
#poldametrojaya
#Kapoldametrojaya 
#Kapolresjakartapusat https://t.co/SzUBk9F5PH",tingkat tahan tubuh vaksinasi hindar sebar covid percepatanpenanganancovid lawancovid vaks ncovid percepatanpenanganancovid poldametrojaya kapoldametrojaya kapolresjakartapusat,2
63,2022-08-22 03:19:59+00:00,kali_thu,"Polri sepenuhnya siap menopang program vaksinasi Covid-19 peranan mewujudkan masyarakat yang sehat, ekonomi kuat dan makin lama produktif

#WujudkanPemulihanEkonomi

Kawal Investasi Nasional",polri sepenuh topang program vaksinasi covid peran wujud masyarakat sehat ekonomi kuat produktif wujudkanpemulihanekonomi kawal investasi nasional,1
64,2022-08-17 05:39:42+00:00,dottoiere,"@rubeumscuutum Oh iya betul juga, ada ppkm ya sebelumnya- sudah sepi sih di komplek sini. Anak-anaknya anak rumahan semua... 
Wah, cuma kotaknya bisa apa ini, bisa dibuang.",oh iya ppkm sepi komplek anak anak anak rumah kotak buang,1
65,2022-08-22 02:45:00+00:00,amara_diandra,"Kegiatan monitoring dan pengamanan pelaksanaan vaksinasi masyarakat umum dilakukan Polsek Gunungguruh demi mengawal kebijakan pemerintah mengatasi pandemi Covid-19. #WujudkanPemulihanEkonomi
Kawal Investasi Nasional https://t.co/vzB79Uicvh",giat monitoring aman laksana vaksinasi masyarakat polsek gunungguruh awal bijak perintah atas pandemi covid wujudkanpemulihanekonomi kawal investasi nasional,2
66,2022-08-10 18:43:04+00:00,adrianokaa,"@slaperigg tos siku, ppkm🙏🏻",tos siku ppkm,1
67,2022-08-23 13:05:42+00:00,akoelaharjuna,"Keterangan Pers Menteri terkait Ratas Evaluasi Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM), Kantor Presiden, Selasa, 23 Agustus 2022.

#KawalJokowi
https://t.co/jBUJuLT3HP",terang pers menteri kait ratas evaluasi laku batas giat masyarakat ppkm kantor presiden selasa agustus kawaljokowi,1
68,2022-08-22 04:10:00+00:00,FauzanFauzan_,Gerai Vaksinasi Presisi merupakan bentuk kepedulian Polri dalam penanganan covid 19 usaha memutus mata rantai penyebaran virus covid 19 agar tercipta suasana Harkamtibmas yang aman dan kondusif.,gerai vaksinasi presisi bentuk peduli polri tangan covid usaha putus mata rantai sebar virus covid cipta suasana harkamtibmas aman kondusif,1
69,2022-08-26 02:23:10+00:00,shafarrr3,"@dimasariadita @officialJKT48 Susah bang, kalo case ini pihak FX nya masih nerapin kapasitas theaternya terbatas. 
Gw yakin JOT mah mau aja buka kapasitas banyak karena kan untungnya banyak 
Soalnya jg ppkm kan masih kurang jelas kan infonya dari pemerintah 😂",susah bang case fx nerapin kapasitas theaternya batas saya jot mah buka kapasitas untung jg ppkm info perintah ,1
70,2022-08-30 01:10:44+00:00,KangCendol_33,"Yupz setuju bahwa semua kepala daerah harus turun dan mengawasi secara ketat pelaksanaan Prokes dan penyebaran vaksinasi Covid-19 jg hrs diperluas agar semakin memudahkan masyarakat mendapatkan vaksinasi...
Jangan lengah
Jangan abaikan Covid-19 📌📌

#KonsistenTerapkanProkes https://t.co/kFB3bzYfMG",yupz tuju kepala daerah turun awas ketat laksana prokes sebar vaksinasi covid jg hrs luas mudah masyarakat vaksinasi lengah abai covid  konsistenterapkanprokes,2
71,2022-08-30 08:02:20+00:00,Christo_1997,RT @e100ss: #SSInfo: PPKM di Jawa Bali diperpanjang mulai hari ini sampai 5 September 2022. Safrizal ZA Dirjen Bina Administrasi Kewilayaha…,ssinfo ppkm jawa bal panjang september safrizal za dirjen bina administrasi kewilayaha,1
72,2022-08-11 03:22:56+00:00,AkangFadli2,"RT @dirgarambe: Insya Allah dalam waktu dekat, calon jamaah haji akan segera berangkat.

Secara medis, vaksinasi yg diperlukan:
1) Vaksin C…",insya allah calon jamaah haji berangkat medis vaksinasi vaksin c,1
73,2022-08-10 01:13:07+00:00,VIVAcoid,Jadwal Vaksinasi Covid-19 di Kota Bandung 8-14 Agustus 2022 https://t.co/x52g3EKCdw https://t.co/n68Fwd2OBl,jadwal vaksinasi covid kota bandung agustus,1
74,2022-08-08 01:05:15+00:00,Anggita_lung,"Saat ini terdapat peningkatan kasus Covid-19, masyarakat diajak untuk segera melengkapi diri dengan vaksinasi.  Guna memperkecil resiko terinfeksi ataupun terinfeksi tidak  beresiko  terlalu berat. 

@jokowi lawan Pandemi 

#ProkesBoosterTetapJalan
Senin Pagi https://t.co/LDxFb90OMx",tingkat covid masyarakat ajak lengkap vaksinasi kecil resiko infeksi infeksi resiko berat lawan pandemi prokesboostertetapjalan senin pagi,2
75,2022-08-01 03:29:13+00:00,kus7anto,RT @republikaonline: Ketersediaan vaksin Covid-19 di Jatim dipastikan aman.  https://t.co/G5TOJEo4UI,sedia vaksin covid jatim aman,1
76,2022-08-12 00:00:35+00:00,idntimes,Kadar antibodi naik karena vaksinasi dan terinfeksi COVID-19 https://t.co/6oEXGWt1y8,kadar antibodi vaksinasi infeksi covid,1
77,2022-08-20 03:39:20+00:00,DadangKabut,@AnggitaNoviani8 Ayo kita laksanakan vaksinasi covid-19 agar kita semua sehat dan terjaga. Ekonomi NKRI Bertumbuh,ayo laksana vaksinasi covid sehat jaga ekonomi nkri tumbuh,2
78,2022-08-18 00:00:00+00:00,Imro2525,"Ayo ikuti program pemerintah , vaksin yuk ,Vaksinasi Covid-19 berguna untuk kekebalan tubuh sehingga dapat menangkal penyebaran virus covid-19. #OtsusPapuaIstimewa #PapuaIndonesia https://t.co/HafOsGv9AA",ayo ikut program perintah vaksin yuk vaksinasi covid guna kebal tubuh tangkal sebar virus covid otsuspapuaistimewa papuaindonesia,2
