,Date,User,Tweet
2707,2022-08-22 12:51:32+00:00,KoramilTangen,"Giat  patroli gabungan bersama Polsek Gemolong dalam rangka pelaksanaan *PPKM LEVEL - I* membatasi Mobilitas Perpindahan Masyarakat, bertempat di wilayah kecamatan Gemolong. https://t.co/8SjtoDllhj"
2708,2022-08-22 12:38:33+00:00,muhamma09485383,"Sekarang main game sepuasnya udah gak khawatir lagi, main game pake IndiHome tu udah perfect banget perpaduanya, makin betah dirumah deh, pas banget ppkm diperpanjang ya khan 😁
#InternetnyaIndonesia 
#AktivitasTanpaBatas https://t.co/WS7XulRrUQ"
2709,2022-08-22 12:38:19+00:00,Lamana18290144,"KARANGANYAR - Dalam upaya memutus penyebaran Virus Covid 19 di wilayah kecamatan Mojogedang, anggota Koramil 05/Mojogedang Serda Sudarno melaksanakan himbauan dan mengajak warga untuk selalu menerapkan protokol kesehatan di masa PPKM level 3. https://t.co/hyKVWozDx4"
2710,2022-08-22 12:38:10+00:00,Lamana18290144,"KARANGANYAR - Dalam upaya memutus penyebaran Virus Covid 19 di wilayah kecamatan Mojogedang, anggota Koramil 05/Mojogedang Serda Sudarno melaksanakan himbauan dan mengajak warga untuk selalu menerapkan protokol kesehatan di masa PPKM level 3. https://t.co/REjrGsYCWn"
2711,2022-08-22 12:37:57+00:00,Lamana18290144,"KARANGANYAR - Dalam upaya memutus penyebaran Virus Covid 19 di wilayah kecamatan Mojogedang, anggota Koramil 05/Mojogedang Serda Sudarno melaksanakan himbauan dan mengajak warga untuk selalu menerapkan protokol kesehatan di masa PPKM level 3. https://t.co/xPV3jL2OHK"
2712,2022-08-22 12:35:30+00:00,0xjihan,@susvect Mari ppkm bersama kak ayya😭
2713,2022-08-22 12:29:22+00:00,rarerrity,@sansserie sampe ppkm soalnya pada berjarak :(
2714,2022-08-22 12:27:27+00:00,KoramilTangen,"Giat  patroli  dalam rangka  Pelaksanaan *PPKM LEVEL I* membatasi Mobilitas Perpindahan Masyarakat, bertempat di wilayah kecamatan Tangen. https://t.co/hZJZ3Nx7Js"
2715,2022-08-22 12:25:51+00:00,Mrakbar9611,"RT @qdewangga_: @AREAJULID Ingat waktu PPKM kemarin? Rakyat kecil jualan halal, dagangannya diobrak-abrik. Taunya Oknum polisi yang setingk…"
2716,2022-08-22 12:25:32+00:00,DartoEgleng,"Giat  Patroli gabungan bersama Polsek Gemolong dalam rangka  Pelaksanaan *PPKM LEVEL I* membatasi Mobilitas Perpindahan Masyarakat, bertempat di wilayah kecamatan Gemolong. https://t.co/8nYu86j4hN"
2717,2022-08-22 12:20:36+00:00,mbah_binong,@pikiran_rakyat Pake masker deui uy .. ppkm deui .. teu menang deket sama monyet komo nepi making love mah
2718,2022-08-22 12:19:56+00:00,qdewangga_,"@AREAJULID Ingat waktu PPKM kemarin? Rakyat kecil jualan halal, dagangannya diobrak-abrik. Taunya Oknum polisi yang setingkat jenderal ternyata makan enak dan hidup nyaman dengan gelimang uang haram. Hatinya mati untuk bisa empati pada penderitaan rakyat kecil."
2719,2022-08-22 12:18:55+00:00,05Weru,Di sela2 melaksanaka piket koramil Sertu Waluyo Anggota koramil05/Weru bersama anggota polsek weru msh bisa menyempatkan diri melaksanakan patroli PPKM guna menekan penyebaran virus covid 19 di wilayah weru. https://t.co/haeQul0fev
2720,2022-08-22 12:17:45+00:00,0xjihan,Dari semalem sampe sekarang gw cuma ppkm liat kasus ini https://t.co/Ld0wPjCNG7
2721,2022-08-22 12:05:56+00:00,Misdi74,"Giat Operasi Yustisi/Penyekatan  Pelaksanaan *PPKM LEVEL 1* dalam membatasi mobilitasi perpindahan masyarakat 
oleh Polsek Mondokan dan Anggota Koramil 14/Mondokan diwilayah Kecamatan Mondokan. https://t.co/DS0nwHhiSW"
2722,2022-08-22 12:04:34+00:00,Misdi74,"Telah dilaksanakan giat operasi Yustisi/Penyekatan  Pelaksanaan *PPKM LEVEL 1* dalam membatasi mobilitasi perpindahan masyarakat 
oleh Polsek Mondokan dan Anggota Koramil 14/Mondokan diwilayah Kecamatan Mondokan. https://t.co/q3iycsF0GE"
2723,2022-08-22 11:57:58+00:00,pitungpotong,@txtdrjkt Baru tadi malem. Setelah sekian lama habis PPKM.
2724,2022-08-22 11:56:19+00:00,sixuewl,@woochaarant tu ppkm namany sp sii
2725,2022-08-22 11:52:58+00:00,Mirfanim21,"RT @aksarateruna: Real ppkm, planga plongo kayak munding #BadBuddySeries https://t.co/RIWLyc4QMg"
2726,2022-08-22 11:52:55+00:00,AnantaElvano,Hadir Kembali Boss!! MEGA WIN Dari https://t.co/HppvaXtv9s Jackpot Jutaan Rupiah Serta Kemenangan Extra Menanti Anda . Salam WD!! WA: +855 9277 8628 #bandarq #poker #bdqq #aduq #ceme #JAKARTA #KoinpelangiQQ #koinpelangi88 #PPKM #Dada #Jeha #rumini #Jpmin #Gacoor #Injector https://t.co/4NDf52oraB
2727,2022-08-22 11:52:46+00:00,AnantaElvano,Hadir Kembali Boss!! MEGA WIN Dari https://t.co/HppvaXtv9s Jackpot Jutaan Rupiah Serta Kemenangan Extra Menanti Anda . Salam WD!! WA: +855 9277 8628 #bandarq #poker #bdqq #aduq #ceme #JAKARTA #KoinpelangiQQ #koinpelangi88 #PPKM #Dada #Jeha #rumini #Jpmin #Gacoor #Injector https://t.co/ryF4C7aQlK
2728,2022-08-22 11:47:14+00:00,joelvi_v,@ursoIitude bener-bener definisi PPKM (plonga plongo kayak monyet)😭
2729,2022-08-22 11:40:02+00:00,Koramil08sbj,"Giat  patroli  dalam rangka  Pelaksanaan *PPKM LEVEL I* membatasi Mobilitas Perpindahan Masyarakat, bertempat di wilayah kecamatan Tangen. https://t.co/rnlAMk5mPs"
2730,2022-08-22 11:39:31+00:00,Koramil08sbj,"Pada Pkl 08.30 wib s.d selesai telah dilaksanakan Giat  Patroli gabungan bersama Polsek Gemolong dalam rangka  Pelaksanaan *PPKM LEVEL I* membatasi Mobilitas Perpindahan Masyarakat, bertempat di wilayah Kec. Gemolong. https://t.co/hejwfRnAtX"
2731,2022-08-22 11:38:24+00:00,Koramil08sbj,Anggota Koramil 07/Ngrampal melaksanakan Patroli  dalam rangka Pemberlakuan Pembatasan Kegiatan Masyarakat ( PPKM Darurat  Level 1 ) di wilayah kecamatan Ngrampal kab Sragen. https://t.co/1ea8Aw3HRn
